id,doc_type,title,content,created_by,created_at,updated_at
c7c7d102-81f6-413c-9c42-fbaaa72f9ed8,asana,Fish Pose,"## Sanskrit Name
Matsyasana

## Category
Backbend

## Benefits
- Stretches the deep hip flexors (psoas) and intercostal muscles
- Stretches and stimulates the belly and throat muscles
- Stretches and stimulates the organs of the belly and throat
- Strengthens the upper back and neck muscles
- Improves posture

## Contraindications
- High or low blood pressure
- Migraine
- Insomnia
- Serious lower-back or neck injury

## Modifications
- Block under shoulder blades
- Blanket under head

## Preparatory Poses

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Cobra Pose](/library/c308645a-2a3d-45f6-9416-384c394cecd0)

- [Bow Pose](/library/bd31cf6f-9b3d-46bb-9f3f-5cb5bdd9bb77)

- [Locust Pose](/library/dcd65501-b4bc-4e88-9eda-717be9a8e66f)

- [Bridge Pose](/library/f31397c7-43f9-4bbf-a6a0-63ddb219a093)

- [Reclining Hero Pose](/library/eaed363b-88c3-4a81-87b6-391a4e23056d)

- [Upward Facing Dog Pose](/library/c542461f-d19c-440e-bcc6-b8c2d974869d)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.238325+00,2025-05-15 14:41:03.238325+00
01afc385-167a-450d-a429-6d0225e166fc,asana,Warrior II,"## Sanskrit Name
Virabhadrasana II

## Category
External Rotation

## Benefits
- Strengthens and stretches the legs and ankles
- Stretches the groins, chest, lungs, shoulders
- Stimulates abdominal organs
- Increases stamina
- Relieves backaches during pregnancy
- Therapeutic for carpal tunnel syndrome, flat feet, infertility, osteoporosis, and sciatica

## Contraindications
- High blood pressure
- Neck problems
- Shoulder injury

## Modifications
- Palms to heart center

## Preparatory Poses

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)

- [Extended Triangle](/library/853d6097-da35-43b8-a56e-5a1a3b6e014f)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.306418+00,2025-05-15 14:41:03.306418+00
efb14c07-2c5d-4ee1-a91e-92019bc94c8f,asana,Reverse Warrior,"## Sanskrit Name
Viparita Virabhadrasana

## Category
External Rotation

## Benefits
- Strengthens and stretches the legs and ankles
- Stretches the groins, chest, lungs, shoulders, side body
- Stimulates abdominal organs
- Increases stamina

## Contraindications
- High blood pressure
- Neck problems
- Shoulder injury

## Modifications
- Front arm wrapped behind back
- Stay in Warrior II

## Preparatory Poses

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)

- [Extended Triangle](/library/853d6097-da35-43b8-a56e-5a1a3b6e014f)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.350644+00,2025-05-15 14:41:03.350644+00
01dc3f1e-585b-4b0c-ba14-6ca6d66e08e1,asana,Extended Side Angle,"## Sanskrit Name
Utthita Parsvakonasana

## Category
External Rotation

## Benefits
- Strengthens and stretches the legs, knees, and ankles
- Stretches the groins, spine, waist, chest, lungs and shoulders
- Stimulates abdominal organs
- Increases stamina

## Contraindications
- Headache
- High or low blood pressure
- Insomnia

## Modifications
- Place hand on block or forearm on thigh

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Reclining Bound Angle Pose](/library/7f2c2e70-d97c-4bcc-b542-a80d543f6679)

- [Extended Triangle](/library/853d6097-da35-43b8-a56e-5a1a3b6e014f)

- [Warrior II](/library/01afc385-167a-450d-a429-6d0225e166fc)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.396166+00,2025-05-15 14:41:03.396166+00
853d6097-da35-43b8-a56e-5a1a3b6e014f,asana,Extended Triangle,"## Sanskrit Name
Utthita Trikonasana

## Category
External Rotation

## Benefits
- Stretches and strengthens the thighs, knees, and ankles
- Stretches the hips, groins, hamstrings, calves, shoulders, chest, and spine
- Stimulates the abdominal organs
- Helps relieve stress
- Improves digestion
- Relieves backache during pregnancy
- Therapeutic for anxiety, flat feet, neck pain, osteoporosis, and sciatica

## Contraindications
- Headache
- Low blood pressure
- Heart condition
- High blood pressure
- Neck problems

## Modifications
- Support palm on block

## Preparatory Poses

- [Mountain Pose](/library/0fd355c7-8b45-45e6-a687-70bfbef3ab14)

- [Tree Pose](/library/1db276d9-b666-4d1d-9147-cba461bc8824)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.456785+00,2025-05-15 14:41:03.456785+00
502c5ac6-6c9f-4c36-9acf-ac030fcb9155,asana,Half Moon,"## Sanskrit Name
Ardha Chandrasana

## Category
External Rotation

## Benefits
- Strengthens the abdomen, ankles, thighs, buttocks, and spine
- Stretches the groins, hamstrings, calves, shoulders, chest, and spine
- Improves coordination and sense of balance
- Helps relieve stress
- Improves digestion

## Contraindications
- Headache or migraine
- Low blood pressure
- Diarrhea
- Insomnia

## Modifications
- Keep top hand on hip
- Place bottom hand on block

## Preparatory Poses

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)

- [Extended Triangle](/library/853d6097-da35-43b8-a56e-5a1a3b6e014f)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.503739+00,2025-05-15 14:41:03.503739+00
379246d5-f550-45a4-8515-9035a6349b93,asana,Garland Pose,"## Sanskrit Name
Malasana

## Category
Seated

## Benefits
- Stretches the ankles, groins and back torso
- Tones the belly

## Contraindications
- Low back or knee injury

## Modifications
- Sit on a block

## Preparatory Poses

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Wide-Angle Seated Forward Fold](/library/34ba6f9d-9884-4077-9334-f40a653cf8e6)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.548585+00,2025-05-15 14:41:03.548585+00
c404c927-7129-4e64-bfdb-e72fcd5d9bbb,asana,Gate Pose,"## Sanskrit Name
Parighasana

## Category
External Rotation

## Benefits
- Stretches the sides of the torso and spine
- Stretches the hamstrings
- Opens the shoulders
- Stimulates abdominal organs and lungs

## Contraindications
- Knee injury

## Modifications
- Blanket under knee
- Foot on block or wall

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Bound Angle Pose](/library/9d2df40a-159b-4e35-889b-8e1225a0a178)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Extended Side Angle](/library/01dc3f1e-585b-4b0c-ba14-6ca6d66e08e1)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.590216+00,2025-05-15 14:41:03.590216+00
0fd355c7-8b45-45e6-a687-70bfbef3ab14,asana,Mountain Pose,"## Sanskrit Name
Tadasana

## Category
Standing Balance

## Benefits
- Improves posture
- Strengthens thighs, knees, and ankles
- Firms abdomen and buttocks
- Relieves sciatica
- Reduces flat feet

## Contraindications
- Headache
- Insomnia
- Low blood pressure

## Modifications
- Check alignment with back against wall

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.632945+00,2025-05-15 14:41:03.632945+00
8675b2a8-57b3-448c-b24e-ee217e76f0c0,asana,Standing Forward Fold,"## Sanskrit Name
Uttanasana

## Category
Standing Balance

## Benefits
- Calms the brain and helps relieve stress and mild depression
- Stimulates the liver and kidneys
- Stretches the hamstrings, calves, and hips
- Strengthens the thighs and knees
- Improves digestion
- Reduces fatigue and anxiety
- Relieves headache and insomnia
- Therapeutic for asthma, high blood pressure, infertility, osteoporosis, and sinusitis

## Contraindications
- Back injury
- Hamstring injury

## Modifications
- Bent knees

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Head-to-Knee Pose](/library/50967abd-b36b-4e00-8cf4-52f83f9f235c)

- [Seated Forward Fold](/library/2005893f-9839-4e7f-9c7b-fb2cadf2c2cf)

- [Hand-to-Big Toe Pose](/library/923dacb5-cd0b-4afa-9e4d-915a782e36d0)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.67338+00,2025-05-15 14:41:03.67338+00
7304ef05-690a-4706-bc29-9cba81e12abd,asana,Halfway Lift,"## Sanskrit Name
Ardha Uttanasana

## Category
Internal Rotation

## Benefits
- Stretches the front torso
- Strengthens the back and improves posture
- Stimulates the belly

## Contraindications
- Neck injury
- Back injury
- Hamstring injury

## Modifications
- Bent knees

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Head-to-Knee Pose](/library/50967abd-b36b-4e00-8cf4-52f83f9f235c)

- [Seated Forward Fold](/library/2005893f-9839-4e7f-9c7b-fb2cadf2c2cf)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.72004+00,2025-05-15 14:41:03.72004+00
45c3e88f-fa10-404c-a7e2-59641ee057f2,asana,Upward Salute,"## Sanskrit Name
Urdhva Hastasana

## Category
Standing Balance

## Benefits
- Stretches the belly
- Improves digestion
- Stretches the shoulders and armpits
- Helps relieve mild anxiety

## Contraindications
- Shoulder or neck injuries

## Modifications
- Palms to prayer at heart's center

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Standing Forward Fold](/library/8675b2a8-57b3-448c-b24e-ee217e76f0c0)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.765276+00,2025-05-15 14:41:03.765276+00
96d01cb8-8d19-4d8f-af0e-a284c87b52b3,asana,Chair Pose,"## Sanskrit Name
Utkatasana

## Category
Internal Rotation

## Benefits
- Strengthens the ankles, thighs, calves, and spine
- Stretches shoulders and chest
- Stimulates the abdominal organs, diaphragm, and heart
- Reduces flat feet

## Contraindications
- Headache
- Insomnia
- Low blood pressure

## Modifications
- Feet hip-width apart
- Hands at heart's center

## Preparatory Poses

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)

- [Cobra Pose](/library/c308645a-2a3d-45f6-9416-384c394cecd0)

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.808031+00,2025-05-15 14:41:03.808031+00
b9581295-7c69-4ac3-a020-71c8d42e8ea6,asana,Revolved Chair Pose,"## Sanskrit Name
Parivrtta Utkatasana

## Category
Internal Rotation

## Benefits
- Strengthens the legs and ankles
- Tones the abdominal muscles
- Improves balance and coordination
- Stimulates digestive organs
- Increases spinal mobility

## Contraindications
- Low back injury
- Knee problems
- High blood pressure
- Headache

## Modifications
- Keep feet hip-width apart for stability
- Don't twist as deeply
- Keep hands in prayer position at heart center

## Preparatory Poses

- [Chair Pose](/library/96d01cb8-8d19-4d8f-af0e-a284c87b52b3)

- [Revolved Triangle Pose](/library/2c58b782-9bde-448d-b96f-6ca2029b3a9f)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Half Lord of the Fishes Pose](/library/a7259200-a763-4349-9efa-e64d5b471fda)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.854229+00,2025-05-15 14:41:03.854229+00
c5d898ab-5fba-4fab-8c7e-fce609e5e402,asana,Low Lunge,"## Sanskrit Name
Anjaneyasana

## Category
Internal Rotation

## Benefits
- Stretches the hip flexors and quadriceps
- Stretches the shoulders and chest

## Contraindications
- Heart problems

## Modifications
- Blanket under back knee
- Keep hands on ground

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Chair Pose](/library/96d01cb8-8d19-4d8f-af0e-a284c87b52b3)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.901613+00,2025-05-15 14:41:03.901613+00
0bfecd84-2363-4bd8-84c6-49273dcc227c,asana,High Lunge,"## Sanskrit Name
Ashta Chandrasana

## Category
Internal Rotation

## Benefits
- Stretches the hip flexors and quadriceps
- Stretches the shoulders and chest

## Contraindications
- Heart problems

## Modifications
- Back knee on a block or the ground
- Hands on your hips
- Hands on the ground

## Preparatory Poses

- [Downward Facing Dog Pose](/library/3cad1dab-c498-4539-922e-ab891d3dd287)

- [Wide-leg Forward Fold](/library/f26ce72d-8e97-4e97-970c-9a46c02936c1)

- [Chair Pose](/library/96d01cb8-8d19-4d8f-af0e-a284c87b52b3)

- [Hero's Pose](/library/066ba829-a02c-487d-a88e-6647f167e0c3)",cdbdccbc-9125-4d58-bf12-58fbb889c8c6,2025-05-15 14:41:03.965402+00,2025-05-15 14:41:03.965402+00
